Industry,Price,Demand_Index,Seasonality,Competitor_Price,Customer_Segment,Discount_Offered,Purchase_Prob,Purchased
Hospitality,150,0.38,1.15,50,Low,5,0.04528594583333333,0
Hospitality,100,0.41,0.85,300,High,15,0.05306928958333334,0
Ecommerce,300,0.32,1.15,150,High,15,0.01,0
Hospitality,50,0.75,1.15,300,Medium,0,0.12578124999999998,0
RideHailing,200,0.42,1.15,250,Medium,20,0.08707416666666669,0
Retail,150,0.83,0.85,200,Medium,0,0.13228125,0
Ecommerce,100,0.85,1.0,100,High,10,0.28412666666666675,1
RideHailing,300,0.54,1.0,100,Medium,0,0.01,0
Retail,100,0.53,0.85,250,Medium,10,0.07365675000000002,0
FoodDelivery,250,0.47,0.85,150,Medium,10,0.029030333333333335,0
FoodDelivery,50,0.96,1.0,50,Low,0,0.40800000000000003,0
Retail,300,1.0,0.85,250,High,0,0.01,0
FoodDelivery,100,0.4,1.15,200,High,0,0.14106666666666667,0
Hospitality,150,0.52,0.85,200,Medium,15,0.07316020833333334,0
Hospitality,50,0.65,1.0,250,Medium,20,0.11185416666666667,0
Ecommerce,50,0.96,1.0,250,High,5,0.19227999999999995,0
Airline,150,0.53,0.85,100,High,15,0.073501890625,0
Ecommerce,200,0.96,1.15,150,High,15,0.16011066666666668,0
Hospitality,50,0.41,0.85,250,Medium,20,0.059971041666666655,1
Ecommerce,100,0.48,1.0,250,Medium,0,0.06400000000000002,0
Retail,100,0.14,0.85,50,Low,5,0.026425437500000006,0
Hospitality,200,0.34,1.0,50,Low,0,0.016858333333333336,0
RideHailing,250,0.66,0.85,300,Medium,10,0.04671104166666667,0
Hospitality,200,0.3,1.15,250,Low,10,0.031076354166666664,0
FoodDelivery,100,0.76,1.0,150,Low,5,0.22502333333333335,1
Hospitality,50,0.67,1.15,150,High,10,0.18779867361111113,1
Retail,50,0.75,0.85,200,High,5,0.14364667968749997,0
Airline,50,0.75,1.15,50,Medium,10,0.23503125,0
Hospitality,250,0.42,0.85,150,Medium,20,0.01638233333333333,0
RideHailing,50,0.67,0.85,300,High,20,0.17710263541666665,0
RideHailing,50,0.58,1.15,100,Low,5,0.2262878559027778,1
Retail,150,0.22,0.85,250,High,20,0.038063849999999996,0
FoodDelivery,100,0.6,1.0,150,Low,15,0.19295,0
FoodDelivery,300,0.2,1.15,300,Medium,15,0.01,0
Hospitality,150,0.59,0.85,250,High,20,0.07939580833333335,0
RideHailing,50,0.43,1.15,200,Medium,5,0.11842244791666666,0
Hospitality,300,0.59,1.0,100,High,10,0.01,0
Ecommerce,100,0.91,1.0,300,Medium,0,0.12133333333333336,0
Airline,50,0.16,1.15,150,High,10,0.03844066666666667,0
RideHailing,250,0.88,0.85,100,Medium,20,0.04045433333333333,0
FoodDelivery,300,0.13,1.0,100,Low,20,0.01,0
Ecommerce,200,0.91,0.85,300,Low,10,0.06370202222222225,0
RideHailing,50,0.89,1.0,150,Low,5,0.24155465277777782,0
Airline,150,0.27,1.15,250,Medium,10,0.033844500000000007,0
Hospitality,300,0.99,1.0,150,Low,20,0.01,0
Retail,150,0.16,1.0,200,High,10,0.037605,0
Retail,100,0.51,1.15,50,Medium,5,0.15322312500000002,0
Retail,100,0.85,0.85,250,High,5,0.13023965625,0
FoodDelivery,100,0.7,1.0,150,Medium,5,0.24383333333333332,1
Ecommerce,100,0.77,1.0,250,Medium,20,0.12114666666666668,0
Hospitality,50,0.18,0.85,300,Low,10,0.02067253125,0
Retail,150,0.82,1.0,100,Low,20,0.15421125,0
Hospitality,100,0.68,1.15,250,Medium,0,0.09123333333333333,0
FoodDelivery,150,0.12,1.0,300,Medium,15,0.02043,0
Hospitality,250,0.32,0.85,250,Medium,10,0.017294666666666663,0
Ecommerce,200,0.24,1.0,50,High,10,0.020056,0
Ecommerce,50,0.13,1.15,150,Low,0,0.028238888888888893,0
Hospitality,200,0.63,1.15,100,Medium,0,0.056350000000000004,0
Retail,300,0.63,0.85,150,Medium,0,0.01,0
Airline,150,0.97,1.15,100,Low,10,0.12918884375,0
RideHailing,150,0.74,1.0,150,Medium,20,0.24013,0
RideHailing,300,0.96,1.0,50,High,10,0.01,0
Ecommerce,50,0.85,1.15,150,Low,10,0.20125638888888892,0
RideHailing,100,0.61,1.15,200,High,15,0.22382136944444442,0
Retail,250,0.16,1.15,50,Medium,15,0.01,0
Retail,150,0.75,1.15,300,Low,5,0.08618800781249998,0
Hospitality,50,0.2,0.85,250,Low,0,0.021072916666666667,0
Ecommerce,150,0.67,1.0,50,Low,15,0.08618433333333336,0
FoodDelivery,100,0.11,1.0,50,Low,10,0.03397166666666668,0
FoodDelivery,250,0.91,1.15,150,High,15,0.09106294166666665,0
Ecommerce,50,0.31,1.15,300,Low,10,0.055049541666666674,0
Retail,300,0.87,1.0,150,High,20,0.01,0
Hospitality,250,0.2,1.15,50,Medium,0,0.01,0
RideHailing,200,0.49,0.85,150,Low,15,0.06138891840277778,0
Ecommerce,300,0.39,1.0,250,Low,0,0.01,0
Airline,300,0.37,1.15,200,Low,5,0.01,0
RideHailing,150,0.89,1.0,150,Medium,5,0.25576375,0
Retail,300,0.26,0.85,150,High,0,0.01,0
RideHailing,50,0.49,1.0,50,Medium,5,0.23468958333333334,1
Hospitality,100,0.34,1.0,100,High,20,0.10765533333333334,1
Hospitality,300,0.6,1.0,300,Low,15,0.01,0
Hospitality,300,0.21,0.85,50,Medium,20,0.01,0
Retail,200,0.52,0.85,250,Low,0,0.04696250000000001,0
FoodDelivery,250,0.27,0.85,200,High,0,0.021993749999999996,0
FoodDelivery,250,0.49,1.0,250,Medium,0,0.04899999999999999,0
FoodDelivery,250,0.38,1.15,50,High,5,0.02625823749999999,0
Retail,250,0.78,0.85,150,Medium,10,0.0361335,0
FoodDelivery,300,0.13,1.15,300,Medium,15,0.01,0
RideHailing,50,0.96,0.85,300,High,15,0.24408175,0
FoodDelivery,300,0.63,1.0,300,Medium,5,0.01,0
Hospitality,100,0.32,0.85,300,High,10,0.039777733333333336,0
Airline,100,0.86,1.0,150,Low,5,0.12731583333333335,0
FoodDelivery,150,0.57,0.85,250,High,5,0.11644957499999999,0
Hospitality,300,0.84,1.15,250,Low,0,0.01,0
FoodDelivery,200,0.38,1.15,300,Medium,0,0.058266666666666675,0
Airline,300,0.97,0.85,100,High,10,0.01,0
Hospitality,200,0.67,1.0,300,Medium,0,0.05211111111111112,0
RideHailing,50,0.46,0.85,300,Low,0,0.07616354166666668,0
Retail,200,0.35,1.0,300,Low,0,0.02975000000000001,0
RideHailing,50,0.59,0.85,250,High,5,0.13811362239583333,0
Retail,250,0.13,0.85,200,Low,5,0.01,0
Ecommerce,150,0.14,1.15,250,Low,10,0.019888866666666675,0
Airline,100,0.2,1.15,200,Medium,15,0.03480666666666667,0
Hospitality,50,0.48,1.15,100,Medium,10,0.14624166666666666,0
Ecommerce,300,0.45,0.85,300,Medium,5,0.01,0
RideHailing,250,0.24,1.15,250,High,5,0.030404274999999984,0
Hospitality,200,0.59,0.85,300,Low,10,0.03613864722222223,0
FoodDelivery,300,1.0,1.0,200,Low,5,0.01,0
Retail,300,0.27,1.0,250,Low,10,0.01,0
FoodDelivery,50,0.78,0.85,300,Medium,0,0.16575,0
Retail,250,0.39,1.15,200,Medium,0,0.028031249999999994,0
Ecommerce,100,0.99,0.85,100,Low,10,0.20790660000000008,0
Airline,100,0.5,0.85,200,Low,10,0.05250166666666668,0
Hospitality,150,0.78,0.85,50,Low,20,0.07758205,0
FoodDelivery,50,0.16,0.85,50,Low,10,0.063002,0
FoodDelivery,250,0.38,1.0,200,Medium,15,0.03594166666666666,0
Ecommerce,50,0.33,1.15,300,High,5,0.07601068749999998,0
Ecommerce,50,0.35,1.15,300,Low,5,0.05958677083333333,0
Ecommerce,100,0.22,1.0,200,Medium,0,0.039111111111111124,0
RideHailing,300,0.92,1.15,100,Medium,0,0.01,0
RideHailing,300,0.86,1.0,50,Low,5,0.01,0
Retail,250,0.62,0.85,50,Low,20,0.019821787499999997,0
Ecommerce,50,0.64,1.15,150,Low,0,0.13902222222222224,1
Airline,200,0.6,0.85,50,Medium,0,0.025500000000000002,0
FoodDelivery,150,0.25,1.15,200,High,10,0.0900953125,0
Hospitality,150,0.42,0.85,250,High,10,0.052208275000000005,0
Ecommerce,300,0.12,0.85,200,Low,5,0.01,0
Airline,200,0.22,1.15,250,Medium,20,0.024878333333333336,0
Ecommerce,300,0.89,0.85,50,High,20,0.01,0
Airline,50,0.98,0.85,100,Medium,10,0.1891604166666667,0
Retail,200,0.18,1.0,150,High,10,0.028203750000000003,0
Airline,300,0.78,1.0,100,Low,0,0.01,0
Ecommerce,200,0.12,1.15,150,Low,20,0.015379333333333335,0
Ecommerce,300,0.65,0.85,200,Low,15,0.01,0
Airline,100,0.93,1.15,100,High,0,0.24598500000000004,0
FoodDelivery,300,0.53,1.15,300,Medium,0,0.01,0
FoodDelivery,200,0.95,1.0,250,Medium,15,0.17970833333333336,0
Airline,100,0.74,0.85,200,Low,0,0.07128666666666668,0
Airline,50,0.96,1.0,50,Low,15,0.23154000000000002,0
Airline,250,0.74,1.15,250,Low,20,0.04267764999999998,0
RideHailing,250,0.79,1.0,250,Low,5,0.06432410416666665,0
Hospitality,100,0.49,1.0,250,High,10,0.07165841666666668,0
Ecommerce,250,0.98,1.15,50,High,15,0.04903389166666665,0
Retail,200,0.5,1.15,300,High,10,0.07207625000000001,0
Retail,50,0.79,1.15,150,High,15,0.29645490625,0
Hospitality,50,0.23,1.15,50,High,0,0.08871770833333333,0
Airline,300,0.25,1.15,50,Medium,0,0.01,0
Retail,50,0.57,1.0,150,Medium,20,0.16814999999999997,0
RideHailing,250,0.58,0.85,50,High,10,0.028323877083333324,0
Retail,250,0.57,1.0,150,High,15,0.03719962499999999,0
RideHailing,300,0.37,1.0,50,High,0,0.01,0
Hospitality,150,0.39,0.85,50,Low,15,0.03731170625,0
RideHailing,300,0.86,0.85,50,Low,15,0.01,0
Hospitality,100,0.65,1.0,300,Low,10,0.07025958333333335,0
Ecommerce,150,0.87,1.0,100,Low,15,0.13988875000000003,0
Hospitality,250,0.55,1.0,300,High,10,0.03351371527777778,0
FoodDelivery,50,0.84,1.15,300,Low,5,0.214512375,0
RideHailing,100,0.81,1.15,250,High,20,0.231741675,1
FoodDelivery,300,0.89,1.15,50,High,15,0.01,0
Retail,50,0.95,1.15,300,Low,10,0.18978773437500002,0
FoodDelivery,300,0.25,0.85,100,High,0,0.01,0
Airline,200,0.18,1.0,200,Low,15,0.017365500000000002,0
Retail,150,0.85,1.15,50,Low,15,0.14145646875000004,0
Hospitality,50,0.42,0.85,300,Low,15,0.050227296875,0
Retail,100,0.11,1.0,100,Medium,20,0.03894000000000001,0
Hospitality,300,0.3,1.15,150,High,15,0.01,0
Retail,300,0.34,1.0,250,High,10,0.01,0
RideHailing,300,0.53,0.85,50,Medium,20,0.01,0
Hospitality,100,0.27,0.85,100,Low,10,0.04961407500000001,0
Hospitality,250,0.77,0.85,250,Medium,20,0.04505141666666665,0
Airline,250,0.72,1.0,200,Low,5,0.026647499999999994,0
Hospitality,100,0.48,0.85,50,Low,15,0.07653683333333333,0
Hospitality,150,0.8,1.0,250,Medium,5,0.09753333333333333,0
RideHailing,200,0.47,0.85,100,Medium,5,0.05102502777777779,0
RideHailing,300,0.7,1.15,150,Medium,15,0.01,0
RideHailing,100,0.23,0.85,150,Low,5,0.053060600694444446,0
Hospitality,250,0.24,0.85,300,Medium,10,0.010809166666666663,0
Hospitality,100,0.48,0.85,50,Medium,20,0.09361333333333331,0
Ecommerce,250,0.76,0.85,200,Medium,10,0.039118888888888884,0
Airline,50,0.85,1.15,250,High,5,0.14683882812499996,0
Ecommerce,300,0.97,1.0,50,High,0,0.01,0
RideHailing,50,0.82,1.15,50,Medium,0,0.4322083333333333,0
Airline,100,0.36,1.15,150,Low,15,0.06656775,0
Retail,150,0.28,1.15,100,Medium,5,0.06309187499999999,0
RideHailing,150,0.6,1.15,100,Low,20,0.158599375,0
Retail,100,0.76,1.15,150,High,5,0.26258237500000003,0
FoodDelivery,50,0.75,0.85,300,High,15,0.20802421875,0
FoodDelivery,100,0.29,1.15,100,High,15,0.17412034999999998,1
FoodDelivery,250,0.19,1.15,200,High,15,0.023766427083333326,0
FoodDelivery,100,0.13,1.0,300,Medium,15,0.02951,0
Airline,200,0.88,0.85,100,Low,5,0.04429406666666667,0
Hospitality,200,0.46,0.85,50,Medium,5,0.023834708333333333,0
Hospitality,150,0.12,1.0,50,High,20,0.018998000000000004,0
FoodDelivery,50,0.22,1.0,250,Low,0,0.04675000000000001,0
RideHailing,100,0.35,1.15,100,Low,10,0.13673595833333332,0
Hospitality,100,0.47,0.85,100,Low,20,0.09349631666666665,0
RideHailing,250,0.63,0.85,150,Low,20,0.03282317499999999,0
Ecommerce,50,0.28,1.0,100,Low,0,0.06611111111111113,0
Airline,300,0.64,1.15,100,Medium,0,0.01,0
FoodDelivery,100,0.6,1.0,100,Medium,20,0.28319999999999995,1
Hospitality,100,0.28,1.0,50,Low,20,0.054607777777777776,0
Retail,150,0.33,1.0,250,Medium,15,0.05618250000000001,0
FoodDelivery,250,0.7,1.15,50,High,15,0.05253631249999998,0
RideHailing,300,0.19,1.15,50,Medium,20,0.01,0
FoodDelivery,150,0.63,0.85,100,Low,0,0.11379375,0
FoodDelivery,100,0.49,1.15,150,High,20,0.2548898333333333,0
Ecommerce,50,0.17,1.15,250,Low,10,0.030188458333333338,0
Hospitality,300,0.71,1.15,300,Low,15,0.01,0
Hospitality,250,0.47,1.0,100,Medium,10,0.014942083333333328,0
FoodDelivery,200,0.45,0.85,100,High,15,0.06656775000000002,0
Airline,300,0.21,0.85,300,High,15,0.01,0
Hospitality,300,0.95,1.15,300,High,0,0.01,0
Airline,250,0.66,1.0,250,Medium,5,0.034484999999999995,0
Airline,100,0.69,0.85,50,Low,0,0.08308750000000001,0
Ecommerce,200,0.23,0.85,200,Medium,0,0.026066666666666672,0
Retail,100,0.4,1.0,300,High,5,0.072105,0
Hospitality,250,0.83,1.15,100,Low,20,0.02792310208333332,0
FoodDelivery,100,0.15,1.15,50,Low,10,0.05327375000000001,0
Retail,150,0.11,1.0,300,High,5,0.014871656249999999,0
Hospitality,150,0.57,0.85,250,High,20,0.07670442499999999,0
Retail,100,0.34,1.15,300,Medium,10,0.06392850000000001,0
Airline,150,0.79,0.85,200,High,15,0.109559421875,0
Hospitality,150,0.27,1.0,100,Low,15,0.037987031250000004,0
Ecommerce,50,0.4,1.0,250,Low,15,0.06431666666666667,0
RideHailing,250,0.95,1.0,300,Medium,15,0.08236631944444443,0
Retail,300,0.33,1.15,200,Medium,20,0.01,0
RideHailing,250,0.94,0.85,250,High,15,0.09559868541666663,0
Retail,50,0.44,1.15,100,Medium,0,0.158125,0
RideHailing,100,0.35,1.15,150,High,5,0.14779855902777778,0
Airline,50,0.68,0.85,200,High,10,0.090565375,0
Airline,300,0.75,0.85,200,Medium,5,0.01,0
Hospitality,100,0.65,0.85,50,Medium,0,0.10743055555555556,0
FoodDelivery,200,0.26,1.15,200,Medium,20,0.070564,1
Ecommerce,150,0.19,1.0,100,Low,5,0.02812791666666667,0
Retail,100,0.21,1.0,50,High,15,0.068525625,0
FoodDelivery,250,0.69,1.0,300,Medium,15,0.06526249999999997,0
RideHailing,100,0.31,0.85,50,High,15,0.10509075347222221,0
RideHailing,300,0.27,1.15,150,High,20,0.01,0
Ecommerce,100,0.27,0.85,100,Medium,5,0.06395400000000001,0
RideHailing,50,0.16,1.0,150,Low,15,0.04716555555555557,0
Ecommerce,50,0.67,0.85,300,Low,10,0.0879402916666667,0
Hospitality,200,0.79,0.85,250,Low,15,0.06298343576388889,0
RideHailing,100,0.34,1.15,200,Medium,0,0.09557777777777782,0
RideHailing,250,0.31,1.15,200,Low,10,0.025231039930555553,0
Ecommerce,50,0.15,1.0,250,Low,10,0.023162500000000003,0
Hospitality,200,0.27,1.15,250,Low,5,0.026814046874999997,1
Hospitality,50,0.41,1.15,300,Low,15,0.06633661197916665,0
FoodDelivery,300,0.51,1.0,300,Low,5,0.01,0
FoodDelivery,150,0.91,1.15,150,Medium,5,0.32807775,1
FoodDelivery,300,0.62,1.15,50,High,10,0.01,0
Airline,300,0.64,1.0,150,Low,15,0.01,0
Hospitality,50,0.25,1.0,200,Medium,5,0.038098958333333335,0
Hospitality,300,0.31,1.15,200,Medium,0,0.01,0
Retail,300,0.26,0.85,200,Low,20,0.01,0
Retail,100,0.29,1.0,150,Low,10,0.06717125000000002,0
Hospitality,50,0.87,1.15,100,High,5,0.29223805989583335,0
RideHailing,250,0.17,1.15,50,Low,20,0.01,0
Airline,50,0.56,1.15,250,High,0,0.09257499999999999,0
Ecommerce,150,0.45,1.15,300,Medium,5,0.054078749999999995,0
Hospitality,300,0.2,1.15,300,High,15,0.01,0
Hospitality,250,0.4,0.85,250,High,5,0.023834708333333326,0
Airline,150,0.47,1.15,200,Medium,15,0.07668343749999999,1
RideHailing,50,0.15,1.15,50,Medium,0,0.0790625,0
Airline,200,0.69,0.85,250,Low,10,0.04528268750000001,0
Ecommerce,200,0.55,1.0,100,Low,5,0.04342555555555557,0
Retail,100,0.2,1.15,200,Medium,5,0.04807000000000001,0
Hospitality,200,0.43,1.0,50,High,10,0.03144195833333334,0
Hospitality,50,0.85,1.0,200,Low,20,0.12433020833333333,0
RideHailing,200,0.11,1.15,300,Medium,20,0.018244111111111117,0
FoodDelivery,100,0.56,1.15,50,High,20,0.2913026666666667,0
Retail,100,0.99,1.15,50,Low,5,0.25281815625000004,0
RideHailing,150,0.28,0.85,250,Low,15,0.042095258333333344,0
Hospitality,150,0.81,1.0,50,High,10,0.11845575000000003,0
Airline,150,0.7,1.15,300,High,5,0.07255565624999998,0
FoodDelivery,150,0.25,1.0,200,Low,10,0.05790625000000001,0
Airline,200,0.81,0.85,50,High,0,0.039588750000000006,0
Retail,250,0.69,1.0,300,Low,10,0.0399553125,0
RideHailing,50,0.34,1.15,100,Medium,15,0.16950121527777778,0
RideHailing,50,0.89,1.15,300,High,0,0.2697348958333333,1
Airline,50,0.85,1.0,250,Low,0,0.0903125,0
FoodDelivery,250,0.47,0.85,300,Low,10,0.030844729166666657,0
Ecommerce,250,0.89,1.0,50,High,0,0.034116666666666656,0
Retail,200,0.91,1.0,200,High,15,0.17816662500000005,0
Retail,250,0.46,1.15,100,High,5,0.02383971562499999,0
Ecommerce,100,0.19,0.85,200,Medium,15,0.03258711111111112,0
Airline,150,0.91,1.15,200,Low,0,0.111190625,0
Ecommerce,200,0.26,0.85,100,Medium,15,0.022296444444444456,0
Airline,50,0.77,1.0,150,Medium,5,0.13410833333333336,0
Airline,100,0.45,1.15,100,Medium,15,0.1174725,0
FoodDelivery,150,0.97,1.0,200,Low,5,0.21540062499999998,0
FoodDelivery,100,0.71,1.0,100,Low,0,0.2414,0
Retail,200,0.97,1.15,300,Low,0,0.09481750000000003,0
Ecommerce,200,0.87,0.85,100,High,5,0.07899503333333334,0
RideHailing,50,0.77,1.15,50,High,10,0.5087381979166666,0
FoodDelivery,100,0.21,1.15,50,Medium,20,0.09498999999999999,0
Retail,250,0.13,0.85,100,High,20,0.01,0
Ecommerce,50,0.73,1.15,300,High,15,0.18262622916666663,0
RideHailing,50,0.68,1.15,100,Medium,10,0.3255618055555556,0
FoodDelivery,250,0.9,0.85,150,High,20,0.06920699999999998,0
Retail,300,0.76,1.15,100,Medium,10,0.01,0
Retail,50,0.28,1.0,50,Low,10,0.09728250000000004,0
Retail,50,0.8,1.15,50,High,5,0.4146037499999999,1
Airline,200,0.68,1.15,50,Low,20,0.0392173,0
Retail,50,0.99,0.85,50,Low,20,0.31650918749999996,1
Airline,100,0.18,1.15,50,Medium,15,0.039157500000000005,0
Hospitality,250,0.98,1.15,300,High,10,0.06867264930555554,1
Hospitality,150,0.11,0.85,300,High,10,0.010255196874999999,0
Ecommerce,150,0.26,1.15,300,Low,0,0.025415,0
Ecommerce,250,0.85,1.15,250,Medium,20,0.07689666666666664,0
Ecommerce,150,0.26,1.15,250,Low,10,0.03693646666666668,0
Retail,250,0.16,0.85,300,Low,15,0.01,0
FoodDelivery,300,0.36,1.0,200,High,0,0.01,0
Ecommerce,300,0.19,1.0,200,Medium,5,0.01,0
Ecommerce,250,0.77,1.0,100,High,20,0.034829666666666655,0
Airline,100,0.18,1.0,250,Low,0,0.015300000000000001,0
Airline,200,0.46,1.15,200,Low,10,0.04901185000000001,0
Hospitality,300,0.44,1.0,150,Medium,10,0.01,0
Airline,50,0.46,1.0,50,Medium,20,0.1357,1
Hospitality,150,0.29,0.85,50,Low,15,0.027744602083333333,0
FoodDelivery,100,0.99,1.0,250,High,5,0.2379465,0
Ecommerce,200,0.52,1.0,250,Low,5,0.05132111111111112,0
FoodDelivery,200,0.95,1.0,100,High,20,0.17188666666666666,0
Ecommerce,50,0.29,1.0,50,High,0,0.11116666666666665,0
Hospitality,250,0.18,0.85,50,High,20,0.01,0
RideHailing,100,0.21,0.85,150,Medium,20,0.06435916666666668,0
Hospitality,300,0.58,1.0,150,High,20,0.01,0
Ecommerce,300,0.43,1.15,200,High,15,0.01,0
Retail,50,0.73,1.15,250,Medium,5,0.16448953125,0
FoodDelivery,100,0.56,1.0,50,Medium,5,0.1950666666666667,0
Ecommerce,250,0.58,1.15,200,High,15,0.048366763888888865,0
Retail,150,1.0,1.15,300,Low,20,0.12976312499999998,0
Ecommerce,150,0.5,1.15,300,Low,20,0.0576725,0
FoodDelivery,300,0.79,0.85,250,High,0,0.01,0
Airline,300,0.71,1.0,250,Low,0,0.01,0
Airline,50,0.13,1.0,300,High,10,0.020369375000000002,0
RideHailing,50,0.18,1.15,300,Medium,5,0.049572187499999996,0
Airline,300,0.62,1.0,250,Low,10,0.01,0
Hospitality,200,0.36,1.15,100,High,0,0.03703,0
RideHailing,200,0.68,1.15,150,High,15,0.15594111805555555,0
RideHailing,250,0.18,1.0,50,High,20,0.011195249999999995,0
FoodDelivery,200,0.56,1.15,300,Low,20,0.08612426666666669,0
Airline,50,0.97,1.15,50,Medium,10,0.30397375,0
Airline,200,0.72,1.15,50,High,5,0.04975245,0
Hospitality,150,0.63,1.15,150,High,10,0.15892813124999997,1
Hospitality,50,0.65,0.85,150,Low,5,0.09542519097222223,0
Hospitality,200,0.21,1.0,200,High,20,0.0332465,0
Retail,100,0.89,0.85,300,Medium,10,0.12368775000000001,1
FoodDelivery,50,0.67,1.15,250,Low,0,0.16373125000000002,1
Retail,300,0.24,1.15,200,Medium,20,0.01,0
RideHailing,300,0.59,1.15,250,High,10,0.01,0
Hospitality,200,0.51,0.85,200,High,10,0.06339576250000001,0
Airline,100,0.28,1.0,300,Medium,5,0.02926,0
RideHailing,150,0.35,1.15,50,Medium,0,0.07379166666666667,0
Retail,100,0.61,1.15,250,High,20,0.142790325,0
FoodDelivery,300,0.14,1.0,50,High,20,0.01,0
FoodDelivery,250,0.86,1.0,100,Medium,5,0.04493499999999999,0
Hospitality,50,0.15,1.15,50,Medium,15,0.057104687499999994,0
FoodDelivery,200,0.7,1.15,100,Medium,15,0.12182333333333334,0
Airline,100,0.42,0.85,50,High,5,0.071504125,0
Hospitality,100,0.31,0.85,200,High,10,0.05137957222222224,0
Retail,100,0.93,0.85,50,Medium,20,0.23319750000000006,0
Hospitality,300,0.13,1.15,300,Medium,15,0.01,0
Retail,250,0.55,1.15,50,Medium,15,0.026920781249999998,0
RideHailing,250,0.59,1.0,50,Low,0,0.02298541666666666,0
FoodDelivery,150,0.18,1.0,150,Low,0,0.045899999999999996,0
Ecommerce,50,0.36,1.15,250,Medium,10,0.07521000000000001,0
Ecommerce,300,0.4,0.85,300,Low,10,0.01,0
RideHailing,50,0.97,1.0,50,Low,0,0.3778958333333334,0
RideHailing,50,0.67,1.0,100,High,20,0.3472600694444445,1
RideHailing,100,0.69,0.85,50,Medium,15,0.2034014583333334,0
FoodDelivery,100,0.51,1.15,150,Medium,5,0.2042975,1
RideHailing,50,0.28,1.15,250,Low,5,0.06554544791666668,0
Ecommerce,200,0.71,0.85,100,Low,10,0.0497015777777778,0
Ecommerce,200,0.77,1.15,200,High,15,0.1541065166666667,0
Ecommerce,50,0.7,0.85,250,Low,10,0.09187791666666668,0
Hospitality,50,0.3,1.0,50,Low,15,0.084415625,0
FoodDelivery,150,0.44,0.85,100,Medium,15,0.1061225,0
Airline,300,0.12,0.85,250,High,0,0.01,0
Retail,150,0.34,0.85,250,Low,0,0.03684750000000001,0
FoodDelivery,300,0.68,0.85,50,High,0,0.01,0
Retail,250,0.2,1.15,50,High,0,0.01,0
Airline,100,0.4,0.85,100,Medium,20,0.08024,0
Retail,150,0.51,1.15,200,Low,20,0.11029865625,1
RideHailing,200,0.83,1.0,50,Low,0,0.06467083333333334,0
Retail,200,0.88,1.0,150,Medium,10,0.11990000000000003,0
Airline,50,0.46,1.0,300,Medium,15,0.0652625,0
Retail,50,0.56,1.15,300,Low,15,0.11649356250000002,0
Hospitality,50,0.65,0.85,200,High,5,0.09682850260416666,0
Retail,200,0.3,1.15,200,Low,0,0.043987500000000006,0
RideHailing,100,0.88,1.0,300,Low,0,0.13713333333333336,0
RideHailing,50,0.89,0.85,100,High,20,0.3920928993055556,1
Hospitality,250,0.42,1.15,50,High,5,0.016929653124999992,0
Hospitality,200,0.8,0.85,50,Medium,10,0.04323666666666667,0
FoodDelivery,100,0.49,1.15,300,Medium,20,0.132986,0
Airline,150,0.38,0.85,50,High,0,0.037145000000000004,0
Retail,250,0.51,1.0,50,Low,10,0.017719312499999997,0
Airline,300,0.93,1.0,250,Low,10,0.01,0
Airline,50,0.33,1.0,150,Medium,5,0.057475000000000005,0
FoodDelivery,50,0.84,1.0,250,Medium,15,0.23835,1
FoodDelivery,50,0.58,0.85,50,High,0,0.283475,1
Hospitality,100,0.51,1.0,50,Medium,20,0.11701666666666666,0
Ecommerce,250,0.51,0.85,100,Low,15,0.013940637499999999,0
Ecommerce,300,0.77,1.0,300,High,20,0.01,0
Ecommerce,100,0.29,0.85,150,High,15,0.07149869444444445,0
RideHailing,300,0.43,1.0,200,Medium,20,0.01,0
Retail,200,0.44,0.85,200,Low,15,0.05412247500000002,0
Hospitality,300,0.34,1.0,300,Medium,5,0.01,0
Ecommerce,200,0.13,1.0,50,Low,20,0.01,0
FoodDelivery,100,0.87,1.15,150,Low,0,0.28347500000000003,0
Retail,300,0.9,0.85,200,Low,15,0.01,0
Hospitality,50,0.42,1.0,100,Medium,10,0.11127083333333336,0
Ecommerce,150,0.6,1.0,100,Medium,20,0.118,0
Retail,300,0.1,1.15,100,High,20,0.01,0
Hospitality,50,0.15,1.0,50,Medium,5,0.04571875,0
Airline,150,0.34,0.85,150,High,20,0.05882594999999999,0
Retail,50,0.18,1.15,150,Medium,5,0.054078749999999995,0
FoodDelivery,50,0.93,1.0,250,Low,20,0.2331975,0
Ecommerce,150,0.57,1.15,50,Low,5,0.07763305000000001,0
Hospitality,200,0.5,1.15,300,Medium,15,0.05075972222222223,0
Retail,200,0.5,1.0,50,High,20,0.0508875,0
Retail,300,0.81,0.85,200,Low,20,0.01,0
Retail,50,0.5,0.85,300,High,0,0.09164062499999999,0
Retail,150,0.11,1.0,50,Medium,15,0.018727500000000005,0
Airline,300,0.67,1.15,200,Medium,10,0.01,0
FoodDelivery,250,0.17,0.85,50,Low,20,0.01,0
Hospitality,200,0.92,1.15,50,High,20,0.08374951666666669,0
RideHailing,100,0.19,1.0,150,High,20,0.0787813888888889,0
RideHailing,150,0.73,1.15,250,High,20,0.2088536083333333,0
Retail,300,0.61,0.85,150,Medium,20,0.01,0
Airline,100,0.7,1.15,100,Medium,0,0.16099999999999998,0
Retail,200,0.33,1.0,300,Low,10,0.030574500000000015,0
